job_id,job_title,domain,experience_level,job_description,technical_skills,soft_skills,location
JOB01145,Full Stack Developer,Web Development,Fresher,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01146,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01147,Data Scientist,Data Science,Fresher,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01148,UI/UX Designer,Design,Intermediate,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01149,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01150,Machine Learning Engineer,AI & ML,Experienced,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01151,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01152,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01153,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB01154,Backend Developer,Software Development,Intermediate,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01155,Customer Support Executive,Customer Support,Intermediate,Handle customer issues.,"Ticketing Tools, CRM Systems","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01156,Cloud Engineer,Cloud Computing,Intermediate,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01157,Product Manager,Product,Experienced,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01158,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01159,Operations Manager,Operations,Experienced,Oversee operational efficiency.,"Process Optimization, ERP Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB01160,Data Scientist,Data Science,Experienced,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01161,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01162,UI/UX Designer,Design,Intermediate,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01163,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01164,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01165,Backend Developer,Software Development,Experienced,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB01166,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01167,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01168,Customer Support Executive,Customer Support,Intermediate,Handle customer issues.,"Ticketing Tools, CRM Systems","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01169,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01170,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01171,Machine Learning Engineer,AI & ML,Experienced,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01172,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01173,Cloud Engineer,Cloud Computing,Intermediate,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01174,NLP Engineer,Artificial Intelligence,Fresher,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01175,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01176,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01177,Cloud Engineer,Cloud Computing,Fresher,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01178,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01179,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01180,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01181,Cybersecurity Analyst,Cybersecurity,Intermediate,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01182,UI/UX Designer,Design,Fresher,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01183,Product Manager,Product,Intermediate,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01184,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01185,Business Analyst,Analytics,Experienced,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01186,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01187,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01188,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01189,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01190,NLP Engineer,Artificial Intelligence,Intermediate,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01191,Product Manager,Product,Fresher,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01192,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01193,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01194,Product Manager,Product,Experienced,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01195,UI/UX Designer,Design,Fresher,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01196,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01197,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01198,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01199,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01200,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01201,Cloud Engineer,Cloud Computing,Experienced,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01202,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01203,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01204,Data Analyst,Data Science,Intermediate,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01205,UI/UX Designer,Design,Fresher,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01206,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01207,HR Executive,Human Resources,Experienced,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01208,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01209,Customer Support Executive,Customer Support,Intermediate,Handle customer issues.,"Ticketing Tools, CRM Systems","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB01210,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01211,Backend Developer,Software Development,Intermediate,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB01212,Cybersecurity Analyst,Cybersecurity,Intermediate,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01213,Business Analyst,Analytics,Experienced,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01214,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01215,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01216,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01217,Data Scientist,Data Science,Experienced,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01218,Backend Developer,Software Development,Fresher,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01219,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01220,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01221,NLP Engineer,Artificial Intelligence,Experienced,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01222,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01223,Data Analyst,Data Science,Intermediate,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB01224,Mobile App Developer,App Development,Fresher,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01225,NLP Engineer,Artificial Intelligence,Intermediate,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01226,Operations Manager,Operations,Experienced,Oversee operational efficiency.,"Process Optimization, ERP Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01227,Finance Analyst,Finance,Experienced,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01228,Software Engineer,Software Development,Fresher,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01229,Backend Developer,Software Development,Experienced,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01230,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01231,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01232,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01233,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01234,Operations Manager,Operations,Experienced,Oversee operational efficiency.,"Process Optimization, ERP Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01235,Software Engineer,Software Development,Fresher,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01236,Business Analyst,Analytics,Experienced,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB01237,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01238,Full Stack Developer,Web Development,Intermediate,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01239,Full Stack Developer,Web Development,Experienced,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01240,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01241,Frontend Developer,Web Development,Intermediate,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01242,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01243,Product Manager,Product,Fresher,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01244,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01245,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01246,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01247,Finance Analyst,Finance,Experienced,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01248,Software Engineer,Software Development,Fresher,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01249,Backend Developer,Software Development,Fresher,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01250,Finance Analyst,Finance,Experienced,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01251,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01252,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01253,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01254,UI/UX Designer,Design,Intermediate,Design intuitive user experiences.,"Figma, Wireframing, Prototyping, UX Research","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01255,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01256,HR Executive,Human Resources,Experienced,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01257,Product Manager,Product,Intermediate,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB01258,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01259,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01260,Cloud Engineer,Cloud Computing,Intermediate,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01261,Sales Executive,Sales,Experienced,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01262,Frontend Developer,Web Development,Intermediate,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01263,Software Engineer,Software Development,Fresher,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01264,Machine Learning Engineer,AI & ML,Experienced,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01265,Digital Marketing Executive,Marketing,Experienced,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01266,DevOps Engineer,DevOps,Experienced,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01267,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01268,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01269,Data Analyst,Data Science,Intermediate,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01270,Sales Executive,Sales,Experienced,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01271,Software Engineer,Software Development,Intermediate,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01272,Business Analyst,Analytics,Fresher,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01273,Backend Developer,Software Development,Intermediate,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01274,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01275,Sales Executive,Sales,Experienced,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Leadership, Decision Making, Strategic Thinking, Mentorship",Bangalore
JOB01276,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Pune
JOB01277,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01278,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01279,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01280,Cloud Engineer,Cloud Computing,Fresher,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01281,NLP Engineer,Artificial Intelligence,Fresher,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01282,HR Executive,Human Resources,Fresher,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01283,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01284,Digital Marketing Executive,Marketing,Experienced,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01285,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01286,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01287,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01288,Cloud Engineer,Cloud Computing,Fresher,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01289,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01290,Digital Marketing Executive,Marketing,Intermediate,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01291,HR Executive,Human Resources,Intermediate,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01292,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01293,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01294,Backend Developer,Software Development,Fresher,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Communication, Teamwork, Time Management, Willingness to Learn",Gurgaon
JOB01295,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01296,Operations Manager,Operations,Intermediate,Oversee operational efficiency.,"Process Optimization, ERP Systems","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01297,HR Executive,Human Resources,Fresher,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01298,Data Scientist,Data Science,Fresher,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
